IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
15.228.238.38,443,0,false,ORD,North America,Chicago,345,0.00
18.230.227.254,2095,0,false,ORD,North America,Chicago,349,0.00
15.228.238.38,8880,0,false,ORD,North America,Chicago,346,0.00
15.228.238.38,2096,0,false,ORD,North America,Chicago,354,0.00
18.229.132.83,80,0,false,ORD,North America,Chicago,352,0.00
18.229.132.83,443,0,false,ORD,North America,Chicago,343,0.00
15.228.238.38,2053,0,false,ORD,North America,Chicago,350,0.00
15.228.238.38,2083,0,false,ORD,North America,Chicago,348,0.00
18.229.132.83,8880,0,false,ORD,North America,Chicago,355,0.00
18.229.132.83,2053,0,false,ORD,North America,Chicago,343,0.00
18.230.227.254,2052,0,false,ORD,North America,Chicago,344,0.00
15.228.220.84,2052,0,false,ORD,North America,Chicago,355,0.00
18.229.132.83,2096,0,false,ORD,North America,Chicago,352,0.00
52.67.10.183,80,0,false,ORD,North America,Chicago,356,0.00
15.228.238.38,8443,0,false,ORD,North America,Chicago,346,0.00
15.228.238.38,8080,0,false,ORD,North America,Chicago,342,0.00
18.229.132.83,2086,0,false,ORD,North America,Chicago,348,0.00
15.228.100.56,2083,0,false,ORD,North America,Chicago,348,0.00
15.228.100.56,2087,0,false,ORD,North America,Chicago,350,0.00
18.229.132.83,2052,0,false,ORD,North America,Chicago,343,0.00
18.229.132.83,2087,0,false,ORD,North America,Chicago,353,0.00
15.228.100.56,8443,0,false,ORD,North America,Chicago,356,0.00
54.233.223.193,2052,0,false,ORD,North America,Chicago,355,0.00
15.228.100.56,2052,0,false,ORD,North America,Chicago,342,0.00
13.124.241.199,8880,0,false,ORD,North America,Chicago,74,0.00
15.228.100.56,443,0,false,ORD,North America,Chicago,349,0.00
15.228.100.56,8080,0,false,ORD,North America,Chicago,342,0.00
15.228.100.56,80,0,false,ORD,North America,Chicago,343,0.00
15.228.100.56,2082,0,false,ORD,North America,Chicago,342,0.00
15.228.100.56,8880,0,false,ORD,North America,Chicago,346,0.00
15.236.246.254,80,0,false,CDG,Europe,Paris,186,0.00
13.126.11.68,80,0,false,BOM,Asia Pacific,Mumbai,50,0.00
13.124.241.199,443,0,false,ORD,North America,Chicago,66,0.00
13.124.241.199,2083,0,false,ORD,North America,Chicago,74,0.00
13.124.241.199,8443,0,false,ORD,North America,Chicago,76,0.00
13.124.241.199,2086,0,false,ORD,North America,Chicago,77,0.00
13.41.165.111,80,0,false,LHR,Europe,London,176,0.00
13.250.30.47,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.209.13,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
18.117.123.146,8080,0,false,ORD,North America,Chicago,230,0.00
18.117.123.146,443,0,false,ORD,North America,Chicago,230,0.00
18.117.123.146,2053,0,false,ORD,North America,Chicago,224,0.00
18.117.123.146,2052,0,false,ORD,North America,Chicago,223,0.00
18.117.123.146,2082,0,false,ORD,North America,Chicago,223,0.00
18.117.123.146,2087,0,false,ORD,North America,Chicago,231,0.00
18.117.123.146,80,0,false,ORD,North America,Chicago,230,0.00
18.117.123.146,2083,0,false,ORD,North America,Chicago,223,0.00
18.117.123.146,2096,0,false,ORD,North America,Chicago,229,0.00
18.117.123.146,8443,0,false,ORD,North America,Chicago,231,0.00
34.220.156.153,2082,0,false,ORD,North America,Chicago,209,0.00
35.160.134.36,8880,0,false,ORD,North America,Chicago,217,0.00
35.160.134.36,2087,0,false,ORD,North America,Chicago,195,0.00
34.220.156.153,2053,0,false,ORD,North America,Chicago,208,0.00
35.160.134.36,2052,0,false,ORD,North America,Chicago,199,0.00
34.220.156.153,443,0,false,ORD,North America,Chicago,195,0.00
35.160.134.36,2053,0,false,ORD,North America,Chicago,200,0.00
34.220.156.153,8443,0,false,ORD,North America,Chicago,213,0.00
35.160.134.36,2095,0,false,ORD,North America,Chicago,204,0.00
35.160.134.36,2096,0,false,ORD,North America,Chicago,206,0.00
35.160.134.36,2086,0,false,ORD,North America,Chicago,200,0.00
35.160.134.36,80,80,false,ORD,North America,Chicago,199,0.00
15.229.83.45,8080,0,false,GRU,South America,São Paulo,356,0.00
18.139.217.9,80,0,false,SIN,Asia Pacific,Singapore,20,0.00
18.133.231.213,80,0,false,LHR,Europe,London,173,0.00
18.135.99.26,80,0,false,LHR,Europe,London,163,0.00
18.135.15.105,80,0,false,LHR,Europe,London,184,0.00
13.56.149.147,2086,0,false,ORD,North America,Chicago,173,0.00
13.40.154.25,80,0,false,LHR,Europe,London,162,0.00
18.189.204.35,80,0,false,ORD,North America,Chicago,223,0.00
13.232.138.15,80,0,false,BOM,Asia Pacific,Mumbai,55,0.00
3.33.203.116,80,0,false,ORD,North America,Chicago,2,0.00
15.197.208.38,80,0,false,ORD,North America,Chicago,1,0.00
13.215.253.207,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
13.213.62.208,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
18.142.108.20,443,0,false,SIN,Asia Pacific,Singapore,1,0.00
13.229.136.22,8443,0,false,ORD,North America,Chicago,1,0.00
13.229.154.133,2086,0,false,ORD,North America,Chicago,1,0.00
13.229.156.7,8443,0,false,ORD,North America,Chicago,1,0.00
18.142.55.98,443,443,true,SIN,Asia Pacific,Singapore,1,0.00
13.229.154.133,8080,0,false,ORD,North America,Chicago,1,0.00
13.229.154.133,80,0,false,ORD,North America,Chicago,1,0.00
13.212.162.143,2096,0,false,ORD,North America,Chicago,1,0.00
13.212.162.143,2053,0,false,ORD,North America,Chicago,1,0.00
13.212.111.250,2083,0,false,ORD,North America,Chicago,1,0.00
13.229.156.7,2087,0,false,ORD,North America,Chicago,1,0.00
13.212.178.234,8443,0,false,ORD,North America,Chicago,1,0.00
13.212.178.234,2096,0,false,ORD,North America,Chicago,1,0.00
13.229.136.22,443,0,false,ORD,North America,Chicago,1,0.00
13.212.162.143,8880,0,false,ORD,North America,Chicago,1,0.00
13.212.136.136,2083,0,false,ORD,North America,Chicago,1,0.00
13.229.154.133,2083,0,false,ORD,North America,Chicago,1,0.00
13.212.136.136,2082,0,false,ORD,North America,Chicago,1,0.00
13.212.111.250,2052,0,false,ORD,North America,Chicago,1,0.00
18.142.120.56,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
13.229.154.133,2095,0,false,ORD,North America,Chicago,1,0.00
13.229.156.7,2096,0,false,ORD,North America,Chicago,1,0.00
54.251.169.195,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
13.229.156.7,443,0,false,ORD,North America,Chicago,1,0.00
13.212.102.9,2096,0,false,ORD,North America,Chicago,1,0.00
13.229.156.7,2052,0,false,ORD,North America,Chicago,1,0.00
13.229.156.7,80,0,false,ORD,North America,Chicago,1,0.00
13.212.136.136,2052,0,false,ORD,North America,Chicago,1,0.00
13.212.111.250,2053,0,false,ORD,North America,Chicago,1,0.00
18.143.94.44,2053,443,true,SIN,Asia Pacific,Singapore,1,0.00
18.136.88.43,2053,443,true,SIN,Asia Pacific,Singapore,1,0.00
13.229.136.22,2087,0,false,ORD,North America,Chicago,1,0.00
13.229.154.133,2052,0,false,ORD,North America,Chicago,1,0.00
13.229.154.133,443,0,false,ORD,North America,Chicago,2,0.00
13.213.17.159,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
3.0.206.153,2052,0,false,ORD,North America,Chicago,2,0.00
13.212.111.250,8880,0,false,ORD,North America,Chicago,2,0.00
13.212.111.250,8443,0,false,ORD,North America,Chicago,2,0.00
54.251.159.85,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
3.0.202.121,443,0,false,ORD,North America,Chicago,2,0.00
13.229.154.133,2082,0,false,ORD,North America,Chicago,2,0.00
13.229.156.7,2082,0,false,ORD,North America,Chicago,2,0.00
13.250.165.148,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
13.212.102.9,2086,0,false,ORD,North America,Chicago,2,0.00
13.212.136.136,2086,0,false,ORD,North America,Chicago,2,0.00
18.143.171.10,8443,0,true,SIN,Asia Pacific,Singapore,2,0.00
13.212.111.250,2086,0,false,ORD,North America,Chicago,2,0.00
13.212.178.234,2053,0,false,ORD,North America,Chicago,2,0.00
13.229.136.22,2082,0,false,ORD,North America,Chicago,2,0.00
13.229.156.7,2083,0,false,ORD,North America,Chicago,2,0.00
13.229.136.22,2096,0,false,ORD,North America,Chicago,2,0.00
13.212.102.9,8080,0,false,ORD,North America,Chicago,2,0.00
13.212.102.9,2095,0,false,ORD,North America,Chicago,2,0.00
13.212.162.143,2095,0,false,ORD,North America,Chicago,2,0.00
13.212.162.143,2087,0,false,ORD,North America,Chicago,2,0.00
13.229.136.22,2083,0,false,ORD,North America,Chicago,2,0.00
13.212.102.9,8443,0,false,ORD,North America,Chicago,2,0.00
13.212.162.143,2086,0,false,ORD,North America,Chicago,2,0.00
13.212.111.250,2095,0,false,ORD,North America,Chicago,2,0.00
13.229.136.22,2052,0,false,ORD,North America,Chicago,2,0.00
13.229.154.133,2096,0,false,ORD,North America,Chicago,2,0.00
47.128.68.144,2095,0,false,ORD,North America,Chicago,2,0.00
13.212.136.136,2095,0,false,ORD,North America,Chicago,2,0.00
3.1.64.45,2095,0,false,ORD,North America,Chicago,2,0.00
13.212.136.136,2053,0,false,ORD,North America,Chicago,2,0.00
13.212.102.9,2083,0,false,ORD,North America,Chicago,2,0.00
13.212.178.234,80,0,false,ORD,North America,Chicago,2,0.00
13.212.178.234,8080,0,false,ORD,North America,Chicago,2,0.00
13.212.136.136,2096,0,false,ORD,North America,Chicago,2,0.00
54.251.118.130,2083,80,false,SIN,Asia Pacific,Singapore,2,0.00
13.229.154.133,2053,0,false,ORD,North America,Chicago,2,0.00
3.1.24.78,2082,0,false,ORD,North America,Chicago,2,0.00
3.0.202.121,8080,0,false,ORD,North America,Chicago,2,0.00
13.212.136.136,8080,0,false,ORD,North America,Chicago,2,0.00
13.229.156.7,8880,0,false,ORD,North America,Chicago,2,0.00
13.212.111.250,443,0,false,ORD,North America,Chicago,2,0.00
47.128.69.220,443,0,false,ORD,North America,Chicago,2,0.00
47.128.69.220,2087,0,false,ORD,North America,Chicago,2,0.00
13.229.156.7,8080,0,false,ORD,North America,Chicago,2,0.00
13.212.111.250,8080,0,false,ORD,North America,Chicago,2,0.00
13.212.102.9,2052,0,false,ORD,North America,Chicago,2,0.00
13.212.136.136,80,0,false,ORD,North America,Chicago,2,0.00
13.229.136.22,2086,0,false,ORD,North America,Chicago,2,0.00
47.128.69.220,8080,0,false,ORD,North America,Chicago,2,0.00
13.212.162.143,2082,0,false,ORD,North America,Chicago,2,0.00
47.128.69.220,80,0,false,ORD,North America,Chicago,2,0.00
47.128.68.144,2086,0,false,ORD,North America,Chicago,2,0.00
13.229.154.133,8443,0,false,ORD,North America,Chicago,2,0.00
13.212.102.9,8880,0,false,ORD,North America,Chicago,2,0.00
13.212.162.143,80,0,false,ORD,North America,Chicago,2,0.00
52.220.248.1,80,0,false,ORD,North America,Chicago,2,0.00
13.229.136.22,8080,0,false,ORD,North America,Chicago,2,0.00
13.212.162.143,8080,0,false,ORD,North America,Chicago,2,0.00
47.128.68.144,8080,0,false,ORD,North America,Chicago,2,0.00
13.212.102.9,80,0,false,ORD,North America,Chicago,3,0.00
47.128.69.220,2083,0,false,ORD,North America,Chicago,3,0.00
47.128.68.144,2087,0,false,ORD,North America,Chicago,3,0.00
13.212.162.143,8443,0,false,ORD,North America,Chicago,3,0.00
13.212.178.234,8880,0,false,ORD,North America,Chicago,3,0.00
13.212.162.143,2083,0,false,ORD,North America,Chicago,3,0.00
13.212.229.141,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
47.128.68.144,2082,0,false,ORD,North America,Chicago,3,0.00
47.128.68.144,2083,0,false,ORD,North America,Chicago,3,0.00
13.212.178.234,2095,0,false,ORD,North America,Chicago,3,0.00
13.212.111.250,2082,0,false,ORD,North America,Chicago,3,0.00
47.128.69.220,8880,0,false,ORD,North America,Chicago,3,0.00
47.128.68.144,2052,0,false,ORD,North America,Chicago,3,0.00
13.212.178.234,2052,0,false,ORD,North America,Chicago,3,0.00
47.128.68.144,2096,0,false,ORD,North America,Chicago,3,0.00
47.128.68.144,8880,0,false,ORD,North America,Chicago,3,0.00
13.212.136.136,443,0,false,ORD,North America,Chicago,4,0.00
47.128.68.144,8443,0,false,ORD,North America,Chicago,4,0.00
13.229.154.133,8880,0,false,ORD,North America,Chicago,4,0.00
13.212.102.9,443,0,false,ORD,North America,Chicago,4,0.00
47.128.69.220,2053,0,false,ORD,North America,Chicago,4,0.00
18.141.137.159,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
13.212.136.136,8880,0,false,ORD,North America,Chicago,4,0.00
47.128.69.220,8443,0,false,ORD,North America,Chicago,4,0.00
47.128.68.144,80,0,false,ORD,North America,Chicago,4,0.00
47.128.69.220,2095,0,false,ORD,North America,Chicago,4,0.00
47.128.69.220,2052,0,false,ORD,North America,Chicago,4,0.00
13.212.178.234,2082,0,false,ORD,North America,Chicago,4,0.00
13.212.178.234,2083,0,false,ORD,North America,Chicago,4,0.00
47.128.69.220,2086,0,false,ORD,North America,Chicago,4,0.00
47.128.68.144,2053,0,false,ORD,North America,Chicago,4,0.00
47.128.69.220,2082,0,false,ORD,North America,Chicago,5,0.00
47.128.68.144,443,0,false,ORD,North America,Chicago,5,0.00
47.128.69.220,2096,0,false,ORD,North America,Chicago,5,0.00
13.212.102.9,2082,0,false,ORD,North America,Chicago,5,0.00
3.1.72.30,2095,0,false,ORD,North America,Chicago,5,0.00
3.1.64.45,8880,0,false,ORD,North America,Chicago,5,0.00
13.229.154.133,2087,0,false,ORD,North America,Chicago,5,0.00
3.1.72.30,443,0,false,ORD,North America,Chicago,6,0.00
3.1.72.30,2052,0,false,ORD,North America,Chicago,6,0.00
3.0.206.153,8443,0,false,ORD,North America,Chicago,6,0.00
13.229.156.7,2095,0,false,ORD,North America,Chicago,6,0.00
3.0.202.121,8443,0,false,ORD,North America,Chicago,6,0.00
3.1.24.78,80,0,false,ORD,North America,Chicago,6,0.00
3.0.202.121,2086,0,false,ORD,North America,Chicago,6,0.00
3.1.72.30,8443,0,false,ORD,North America,Chicago,6,0.00
3.0.206.153,2086,0,false,ORD,North America,Chicago,6,0.00
3.0.206.153,2087,0,false,ORD,North America,Chicago,7,0.00
