IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.74.13.66,2095,2095,false,HKG,Asia Pacific,Hong Kong,280,10.84
8.219.55.31,2095,2095,false,LAX,North America,Los Angeles,197,10.83
47.74.13.239,2053,2053,true,NRT,Asia Pacific,Tokyo,162,10.83
8.219.174.142,8080,8080,false,SIN,Asia Pacific,Singapore,7,10.83
8.219.66.156,443,443,true,LAX,North America,Los Angeles,61,10.83
8.219.220.122,8443,8443,true,SIN,Asia Pacific,Singapore,134,10.83
47.236.173.200,2087,2087,true,SIN,Asia Pacific,Singapore,151,10.83
8.209.252.13,80,80,false,HKG,Asia Pacific,Hong Kong,263,10.82
47.91.19.249,2096,2096,true,HKG,Asia Pacific,Hong Kong,246,10.82
8.219.185.191,2087,2087,true,SIN,Asia Pacific,Singapore,75,10.81
8.219.170.232,2096,2096,true,SIN,Asia Pacific,Singapore,164,10.81
47.236.184.14,2087,2087,true,SIN,Asia Pacific,Singapore,57,10.81
47.74.23.99,8880,8880,false,SIN,Asia Pacific,Singapore,161,10.81
8.219.102.252,2053,0,true,SIN,Asia Pacific,Singapore,4,10.80
47.91.31.231,2087,2087,true,NRT,Asia Pacific,Tokyo,125,10.80
8.219.60.68,8443,8443,true,SIN,Asia Pacific,Singapore,68,10.79
8.219.84.102,2053,2053,true,SIN,Asia Pacific,Singapore,154,10.78
8.219.79.74,2053,2053,true,SIN,Asia Pacific,Singapore,108,10.78
8.219.60.68,2087,2087,true,SIN,Asia Pacific,Singapore,116,10.77
47.74.5.99,2052,2052,false,LAX,North America,Los Angeles,184,10.76
47.236.97.90,2096,2096,true,SIN,Asia Pacific,Singapore,78,10.76
8.218.181.189,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,10.76
8.209.200.73,8880,8880,false,NRT,Asia Pacific,Tokyo,80,10.76
8.219.142.191,8880,8880,false,SIN,Asia Pacific,Singapore,10,10.75
47.74.11.219,2086,2086,false,NRT,Asia Pacific,Tokyo,79,10.75
8.219.100.168,8080,8080,false,SIN,Asia Pacific,Singapore,6,10.75
47.74.13.66,2087,2087,true,LAX,North America,Los Angeles,307,10.75
47.74.0.183,2083,2083,true,NRT,Asia Pacific,Tokyo,150,10.75
8.219.184.92,80,80,false,SIN,Asia Pacific,Singapore,14,10.74
47.74.32.102,2086,2086,false,SIN,Asia Pacific,Singapore,158,10.74
8.219.110.88,2086,2086,false,SIN,Asia Pacific,Singapore,3,10.74
47.74.18.121,80,80,false,LAX,North America,Los Angeles,200,10.73
8.222.214.13,8880,8880,false,SIN,Asia Pacific,Singapore,28,10.73
47.236.163.221,2083,2083,true,SIN,Asia Pacific,Singapore,65,10.72
8.219.220.88,2086,2086,false,SIN,Asia Pacific,Singapore,9,10.72
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,26,10.72
8.219.213.84,2082,2082,false,SIN,Asia Pacific,Singapore,15,10.72
8.219.170.223,2082,2082,false,SIN,Asia Pacific,Singapore,11,10.71
8.219.206.180,8443,8443,true,SIN,Asia Pacific,Singapore,190,10.71
8.219.63.193,2053,2053,true,SIN,Asia Pacific,Singapore,111,10.71
47.91.21.127,2096,2096,true,NRT,Asia Pacific,Tokyo,103,10.70
47.245.55.94,2087,0,true,SIN,Asia Pacific,Singapore,166,10.70
8.209.241.128,2087,2087,true,SIN,Asia Pacific,Singapore,157,10.70
47.74.5.99,2087,2087,true,LAX,North America,Los Angeles,232,10.70
47.74.54.145,8443,8443,true,NRT,Asia Pacific,Tokyo,113,10.69
8.218.85.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,10.69
8.219.200.145,8443,8443,true,SIN,Asia Pacific,Singapore,227,10.69
8.219.236.8,2083,2083,true,SIN,Asia Pacific,Singapore,173,10.69
8.209.242.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,280,10.69
47.74.49.62,80,80,false,LAX,North America,Los Angeles,173,10.68
8.219.191.40,2053,2053,true,SIN,Asia Pacific,Singapore,154,10.68
8.219.65.191,2095,2095,false,SIN,Asia Pacific,Singapore,9,10.68
8.219.145.245,2053,2053,true,SIN,Asia Pacific,Singapore,96,10.68
8.219.233.6,8443,8443,true,SIN,Asia Pacific,Singapore,174,10.68
47.236.87.246,2083,2083,true,SIN,Asia Pacific,Singapore,126,10.68
47.74.52.188,2096,2096,true,SIN,Asia Pacific,Singapore,173,10.68
8.219.253.18,2053,2053,true,SIN,Asia Pacific,Singapore,128,10.67
8.219.167.113,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.67
47.74.46.84,80,80,false,SIN,Asia Pacific,Singapore,165,10.67
47.236.117.48,8443,8443,true,SIN,Asia Pacific,Singapore,126,10.67
8.218.207.169,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,10.67
8.219.11.158,2083,2083,true,SIN,Asia Pacific,Singapore,87,10.67
8.219.206.53,8880,8880,false,SIN,Asia Pacific,Singapore,42,10.67
47.236.150.109,2087,2087,true,SIN,Asia Pacific,Singapore,163,10.66
47.91.25.66,8080,8080,false,SIN,Asia Pacific,Singapore,156,10.66
47.245.59.133,2087,2087,true,SIN,Asia Pacific,Singapore,157,10.66
8.219.73.21,8080,8080,false,SIN,Asia Pacific,Singapore,3,10.66
8.219.183.31,8080,8080,false,SIN,Asia Pacific,Singapore,32,10.65
47.74.32.102,2082,2082,false,SIN,Asia Pacific,Singapore,162,10.65
47.236.5.223,80,80,false,SIN,Asia Pacific,Singapore,20,10.65
47.74.32.191,8080,8080,false,SIN,Asia Pacific,Singapore,161,10.64
8.219.183.31,2087,0,true,SIN,Asia Pacific,Singapore,59,10.64
47.74.16.71,2052,2052,false,SIN,Asia Pacific,Singapore,173,10.63
47.236.19.51,80,80,false,SIN,Asia Pacific,Singapore,36,10.63
8.219.153.237,2083,2083,true,SIN,Asia Pacific,Singapore,158,10.63
8.219.174.142,2095,2095,false,SIN,Asia Pacific,Singapore,2,10.62
47.236.15.73,2086,2086,false,SIN,Asia Pacific,Singapore,28,10.62
8.210.107.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,10.61
47.74.56.16,8080,8080,false,NRT,Asia Pacific,Tokyo,89,10.61
47.236.169.236,2052,2052,false,SIN,Asia Pacific,Singapore,12,10.60
8.209.212.5,80,80,false,LAX,North America,Los Angeles,184,10.60
8.219.43.243,2082,2082,false,SIN,Asia Pacific,Singapore,8,10.60
47.236.93.176,8880,8880,false,SIN,Asia Pacific,Singapore,38,10.60
8.219.87.34,2096,2096,true,SIN,Asia Pacific,Singapore,91,10.60
47.74.13.200,8880,8880,false,SIN,Asia Pacific,Singapore,151,10.59
8.219.251.81,2087,2087,true,SIN,Asia Pacific,Singapore,145,10.59
47.88.101.9,443,443,true,SJC,North America,San Jose,169,10.59
47.236.116.182,2053,2053,true,SIN,Asia Pacific,Singapore,91,10.59
8.219.121.87,2087,2087,true,SIN,Asia Pacific,Singapore,91,10.59
8.219.179.34,2083,2083,true,SIN,Asia Pacific,Singapore,104,10.59
47.236.65.232,2086,2086,false,SIN,Asia Pacific,Singapore,24,10.58
47.236.94.109,2052,2052,false,SIN,Asia Pacific,Singapore,18,10.58
8.210.151.69,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,10.58
8.219.147.58,2052,2052,false,SIN,Asia Pacific,Singapore,21,10.58
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,118,10.57
8.219.141.174,2087,2087,true,SIN,Asia Pacific,Singapore,49,10.56
8.219.50.180,2096,2096,true,SIN,Asia Pacific,Singapore,97,10.56
47.236.87.246,8443,8443,true,SIN,Asia Pacific,Singapore,100,10.56
47.74.23.99,8880,8880,false,SIN,Asia Pacific,Singapore,153,10.56
8.222.212.116,2086,2086,false,SIN,Asia Pacific,Singapore,14,10.56
8.219.137.50,8080,8080,false,SIN,Asia Pacific,Singapore,26,10.56
47.74.43.95,2053,2053,true,SIN,Asia Pacific,Singapore,221,10.55
8.209.240.229,8880,8880,false,NRT,Asia Pacific,Tokyo,76,10.55
47.236.125.62,8443,8443,true,SIN,Asia Pacific,Singapore,157,10.55
47.236.76.199,8443,8443,true,SIN,Asia Pacific,Singapore,122,10.55
8.219.178.225,2083,2083,true,SIN,Asia Pacific,Singapore,88,10.54
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,7,10.54
47.74.48.4,8443,8443,true,NRT,Asia Pacific,Tokyo,124,10.54
47.74.43.95,8880,8880,false,SIN,Asia Pacific,Singapore,147,10.53
8.219.204.120,8443,8443,true,SIN,Asia Pacific,Singapore,118,10.53
8.219.201.174,2082,2082,false,SIN,Asia Pacific,Singapore,38,10.53
8.219.142.191,2053,2053,true,SIN,Asia Pacific,Singapore,88,10.53
8.219.60.130,2083,2083,true,SIN,Asia Pacific,Singapore,102,10.52
8.222.212.116,2095,2095,false,SIN,Asia Pacific,Singapore,19,10.52
47.74.5.150,2053,2053,true,SIN,Asia Pacific,Singapore,188,10.52
47.236.172.71,8443,8443,true,SIN,Asia Pacific,Singapore,78,10.52
8.219.56.205,2096,2096,true,SIN,Asia Pacific,Singapore,70,10.51
8.219.140.63,2087,2087,true,SIN,Asia Pacific,Singapore,99,10.51
8.219.111.175,8443,8443,true,SIN,Asia Pacific,Singapore,105,10.51
47.74.26.132,80,80,false,LAX,North America,Los Angeles,174,10.51
47.236.123.218,2053,2053,true,SIN,Asia Pacific,Singapore,68,10.51
8.209.246.24,2082,2082,false,HKG,Asia Pacific,Hong Kong,257,10.50
8.219.210.93,8880,8880,false,SIN,Asia Pacific,Singapore,33,10.50
47.74.9.174,2052,2052,false,SIN,Asia Pacific,Singapore,150,10.49
8.219.242.208,2053,2053,true,SIN,Asia Pacific,Singapore,180,10.49
47.236.94.109,8443,8443,true,SIN,Asia Pacific,Singapore,64,10.48
47.236.161.155,2053,2053,true,SIN,Asia Pacific,Singapore,114,10.48
47.236.130.95,2053,2053,true,SIN,Asia Pacific,Singapore,203,10.48
47.74.49.62,8080,8080,false,LAX,North America,Los Angeles,177,10.48
8.222.211.16,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.48
47.74.11.251,2095,2095,false,HKG,Asia Pacific,Hong Kong,265,10.46
47.236.79.77,2053,2053,true,SIN,Asia Pacific,Singapore,106,10.46
8.219.13.143,8080,8080,false,SIN,Asia Pacific,Singapore,10,10.46
47.236.150.13,8443,8443,true,SIN,Asia Pacific,Singapore,27,10.46
47.74.5.233,2082,2082,false,LAX,North America,Los Angeles,186,10.46
47.74.46.5,2082,2082,false,LAX,North America,Los Angeles,176,10.45
47.74.16.71,80,80,false,SIN,Asia Pacific,Singapore,162,10.45
8.222.214.231,8080,8080,false,SIN,Asia Pacific,Singapore,4,10.45
47.74.16.67,2082,2082,false,SIN,Asia Pacific,Singapore,150,10.45
47.91.3.135,2083,0,true,SIN,Asia Pacific,Singapore,163,10.45
47.74.12.139,80,80,false,SIN,Asia Pacific,Singapore,165,10.44
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,17,10.44
47.74.23.99,2095,2095,false,SIN,Asia Pacific,Singapore,160,10.44
8.219.195.47,443,443,true,SIN,Asia Pacific,Singapore,71,10.44
47.236.7.246,2087,2087,true,SIN,Asia Pacific,Singapore,103,10.44
8.219.147.58,8443,8443,true,SIN,Asia Pacific,Singapore,121,10.44
47.74.13.200,8443,8443,true,LAX,North America,Los Angeles,236,10.44
47.236.123.218,8443,8443,true,SIN,Asia Pacific,Singapore,101,10.43
8.219.55.31,2052,2052,false,LAX,North America,Los Angeles,179,10.43
8.209.222.232,2087,2087,true,HKG,Asia Pacific,Hong Kong,209,10.42
47.236.184.14,8880,8880,false,SIN,Asia Pacific,Singapore,19,10.42
47.91.16.214,2096,2096,true,SIN,Asia Pacific,Singapore,154,10.42
47.74.14.85,2082,2082,false,LAX,North America,Los Angeles,191,10.42
47.236.119.253,2096,2096,true,SIN,Asia Pacific,Singapore,100,10.41
47.236.149.107,2087,2087,true,SIN,Asia Pacific,Singapore,168,10.41
47.245.115.6,8880,8880,false,SIN,Asia Pacific,Singapore,20,10.41
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,14,10.41
47.74.26.132,8080,8080,false,SIN,Asia Pacific,Singapore,173,10.40
47.74.49.62,2053,2053,true,SIN,Asia Pacific,Singapore,171,10.40
8.219.87.34,2052,2052,false,SIN,Asia Pacific,Singapore,28,10.40
8.219.213.84,8443,8443,true,SIN,Asia Pacific,Singapore,95,10.39
47.236.103.153,2095,2095,false,SIN,Asia Pacific,Singapore,34,10.39
8.219.191.40,8443,8443,true,SIN,Asia Pacific,Singapore,157,10.39
8.209.246.24,2096,2096,true,SIN,Asia Pacific,Singapore,190,10.39
47.74.6.16,8080,8080,false,LAX,North America,Los Angeles,202,10.39
8.219.185.191,8080,8080,false,SIN,Asia Pacific,Singapore,26,10.39
47.254.66.75,443,443,true,SJC,North America,San Jose,179,10.38
8.217.145.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,10.37
8.222.210.182,8880,8880,false,SIN,Asia Pacific,Singapore,3,10.37
47.236.97.111,2087,2087,true,SIN,Asia Pacific,Singapore,89,10.37
47.74.52.104,2096,2096,true,LAX,North America,Los Angeles,223,10.36
8.219.101.72,2096,2096,true,SIN,Asia Pacific,Singapore,41,10.36
47.236.12.73,8080,8080,false,SIN,Asia Pacific,Singapore,21,10.36
47.236.163.95,2086,2086,false,SIN,Asia Pacific,Singapore,13,10.36
47.236.7.13,2053,2053,true,SIN,Asia Pacific,Singapore,96,10.36
8.219.0.162,80,80,false,SIN,Asia Pacific,Singapore,11,10.35
8.219.140.229,2087,2087,true,SIN,Asia Pacific,Singapore,82,10.35
8.219.237.250,2083,2083,true,SIN,Asia Pacific,Singapore,96,10.34
47.74.11.251,2053,2053,true,HKG,Asia Pacific,Hong Kong,374,10.34
8.209.243.137,2086,2086,false,SIN,Asia Pacific,Singapore,150,10.34
47.236.176.144,8880,8880,false,SIN,Asia Pacific,Singapore,11,10.34
47.74.34.162,8880,8880,false,LAX,North America,Los Angeles,176,10.33
47.236.7.206,2083,2083,true,SIN,Asia Pacific,Singapore,69,10.33
47.74.9.174,2053,2053,true,SIN,Asia Pacific,Singapore,270,10.33
47.236.171.205,8443,8443,true,SIN,Asia Pacific,Singapore,158,10.33
8.219.184.92,2083,2083,true,SIN,Asia Pacific,Singapore,175,10.33
8.219.121.24,80,80,false,SIN,Asia Pacific,Singapore,14,10.32
8.219.248.170,2086,2086,false,SIN,Asia Pacific,Singapore,23,10.32
47.236.97.254,2053,2053,true,SIN,Asia Pacific,Singapore,131,10.32
8.218.204.128,80,80,false,HKG,Asia Pacific,Hong Kong,53,10.32
47.74.34.135,2082,2082,false,NRT,Asia Pacific,Tokyo,71,10.32
8.219.245.187,8443,8443,true,SIN,Asia Pacific,Singapore,137,10.31
47.236.161.155,2083,2083,true,SIN,Asia Pacific,Singapore,71,10.31
8.219.206.53,2083,2083,true,SIN,Asia Pacific,Singapore,99,10.31
47.74.18.121,2095,2095,false,SIN,Asia Pacific,Singapore,162,10.31
47.236.166.184,2083,2083,true,SIN,Asia Pacific,Singapore,86,10.30
47.74.56.16,2096,2096,true,NRT,Asia Pacific,Tokyo,107,10.30
47.236.4.129,80,80,false,SIN,Asia Pacific,Singapore,30,10.30
47.243.42.219,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,10.29
47.74.12.139,2086,2086,false,SIN,Asia Pacific,Singapore,163,10.29
47.74.39.194,2052,2052,false,SIN,Asia Pacific,Singapore,153,10.29
47.74.13.94,8080,8080,false,NRT,Asia Pacific,Tokyo,75,10.28
47.236.15.73,2052,2052,false,SIN,Asia Pacific,Singapore,31,10.28
8.219.210.93,8443,8443,true,SIN,Asia Pacific,Singapore,138,10.28
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,4,10.28
8.219.197.111,2095,2095,false,SIN,Asia Pacific,Singapore,23,10.28
8.217.147.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,89,10.28
47.74.15.120,2095,2095,false,LAX,North America,Los Angeles,177,10.28
8.219.213.84,2053,2053,true,SIN,Asia Pacific,Singapore,175,10.27
8.217.193.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,10.27
47.236.161.155,8880,8880,false,SIN,Asia Pacific,Singapore,16,10.27
47.74.11.9,2095,2095,false,HKG,Asia Pacific,Hong Kong,290,10.27
8.219.240.160,2083,2083,true,SIN,Asia Pacific,Singapore,147,10.26
47.74.27.94,2083,2083,true,SIN,Asia Pacific,Singapore,265,10.26
47.236.123.133,2095,2095,false,SIN,Asia Pacific,Singapore,11,10.26
47.74.23.99,8080,8080,false,SIN,Asia Pacific,Singapore,161,10.25
47.74.11.100,2083,2083,true,NRT,Asia Pacific,Tokyo,149,10.25
8.219.153.44,2096,2096,true,SIN,Asia Pacific,Singapore,58,10.25
8.219.185.191,80,80,false,SIN,Asia Pacific,Singapore,33,10.25
47.74.52.104,8880,8880,false,SIN,Asia Pacific,Singapore,153,10.25
47.74.46.5,80,80,false,SIN,Asia Pacific,Singapore,158,10.25
8.219.170.223,8443,8443,true,SIN,Asia Pacific,Singapore,131,10.25
8.219.141.174,2086,2086,false,SIN,Asia Pacific,Singapore,9,10.24
8.219.40.37,2083,2083,true,SIN,Asia Pacific,Singapore,71,10.24
8.219.249.148,2087,2087,true,SIN,Asia Pacific,Singapore,166,10.23
47.74.41.87,8880,8880,false,NRT,Asia Pacific,Tokyo,70,10.23
47.74.13.66,8080,8080,false,HKG,Asia Pacific,Hong Kong,260,10.22
47.74.6.207,8080,8080,false,HKG,Asia Pacific,Hong Kong,155,10.22
47.74.23.99,2052,2052,false,SIN,Asia Pacific,Singapore,156,10.22
47.74.27.151,2087,2087,true,SIN,Asia Pacific,Singapore,209,10.22
47.236.172.71,2082,2082,false,SIN,Asia Pacific,Singapore,14,10.22
47.236.83.196,80,80,false,SIN,Asia Pacific,Singapore,37,10.22
47.74.56.16,2086,2086,false,NRT,Asia Pacific,Tokyo,72,10.22
8.219.228.30,2083,2083,true,SIN,Asia Pacific,Singapore,151,10.22
47.236.116.208,8880,8880,false,SIN,Asia Pacific,Singapore,49,10.21
8.219.104.242,443,443,true,SIN,Asia Pacific,Singapore,83,10.21
47.74.42.111,80,80,false,NRT,Asia Pacific,Tokyo,71,10.20
47.74.6.16,2082,2082,false,SIN,Asia Pacific,Singapore,180,10.20
47.236.104.98,2052,2052,false,SIN,Asia Pacific,Singapore,34,10.20
47.236.174.206,2083,2083,true,SIN,Asia Pacific,Singapore,52,10.20
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,105,10.20
47.236.4.129,2087,2087,true,SIN,Asia Pacific,Singapore,98,10.19
8.219.215.12,8443,8443,true,SIN,Asia Pacific,Singapore,266,10.19
47.74.15.117,2096,2096,true,LAX,North America,Los Angeles,293,10.19
8.219.142.191,2095,2095,false,SIN,Asia Pacific,Singapore,10,10.19
8.210.146.108,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,10.18
8.219.217.81,2095,2095,false,SIN,Asia Pacific,Singapore,36,10.18
47.91.21.127,2053,2053,true,NRT,Asia Pacific,Tokyo,84,10.18
8.210.107.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,103,10.18
8.219.248.170,2083,2083,true,SIN,Asia Pacific,Singapore,65,10.17
8.219.200.145,2096,2096,true,SIN,Asia Pacific,Singapore,141,10.17
8.219.0.162,8880,8880,false,SIN,Asia Pacific,Singapore,4,10.16
47.236.29.235,2095,2095,false,SIN,Asia Pacific,Singapore,25,10.16
47.236.171.205,8880,8880,false,SIN,Asia Pacific,Singapore,32,10.16
8.222.193.208,2052,2052,false,SIN,Asia Pacific,Singapore,3,10.16
8.219.170.223,2096,2096,true,SIN,Asia Pacific,Singapore,155,10.15
8.219.161.129,2053,2053,true,SIN,Asia Pacific,Singapore,106,10.15
47.74.13.66,2083,2083,true,LAX,North America,Los Angeles,245,10.14
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,22,10.14
8.219.197.111,2083,2083,true,SIN,Asia Pacific,Singapore,105,10.14
8.219.13.143,2086,2086,false,SIN,Asia Pacific,Singapore,14,10.14
47.74.8.238,2096,2096,true,SIN,Asia Pacific,Singapore,191,10.13
8.210.119.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,10.13
8.219.13.143,2095,2095,false,SIN,Asia Pacific,Singapore,13,10.13
8.219.73.188,2087,2087,true,SIN,Asia Pacific,Singapore,43,10.13
47.236.163.221,2087,2087,true,SIN,Asia Pacific,Singapore,93,10.12
8.219.104.242,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.12
47.236.7.206,8443,8443,true,SIN,Asia Pacific,Singapore,153,10.12
8.219.183.31,8880,8880,false,SIN,Asia Pacific,Singapore,39,10.12
47.74.34.73,8443,8443,true,NRT,Asia Pacific,Tokyo,91,10.12
8.219.196.24,8080,8080,false,SIN,Asia Pacific,Singapore,17,10.11
47.236.29.235,2096,2096,true,SIN,Asia Pacific,Singapore,77,10.11
47.74.46.84,8880,8880,false,HKG,Asia Pacific,Hong Kong,266,10.11
47.74.7.51,8443,8443,true,NRT,Asia Pacific,Tokyo,125,10.11
47.74.13.239,2087,2087,true,NRT,Asia Pacific,Tokyo,204,10.11
47.74.43.95,2082,2082,false,SIN,Asia Pacific,Singapore,149,10.11
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,10.10
8.219.173.233,2095,2095,false,SIN,Asia Pacific,Singapore,18,10.10
8.219.97.179,2087,2087,true,SIN,Asia Pacific,Singapore,86,10.10
47.74.23.99,2052,2052,false,SIN,Asia Pacific,Singapore,156,10.10
47.74.27.211,2096,2096,true,SIN,Asia Pacific,Singapore,300,10.09
47.236.119.253,8080,8080,false,SIN,Asia Pacific,Singapore,17,10.09
8.219.198.34,2086,2086,false,SIN,Asia Pacific,Singapore,16,10.09
47.74.4.47,2096,2096,true,SIN,Asia Pacific,Singapore,277,10.09
8.219.230.254,2053,2053,true,SIN,Asia Pacific,Singapore,95,10.09
47.74.26.132,8443,8443,true,SIN,Asia Pacific,Singapore,221,10.09
47.74.10.135,8880,8880,false,SIN,Asia Pacific,Singapore,161,10.09
