IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
151.145.74.199,80,80,false,NRT,Asia Pacific,Tokyo,90,11.98
168.138.198.202,2053,2053,true,NRT,Asia Pacific,Tokyo,127,11.97
168.138.209.84,2096,2096,true,NRT,Asia Pacific,Tokyo,69,11.97
132.145.121.247,2095,2095,false,KIX,Asia Pacific,Osaka,82,11.96
168.138.212.175,2082,2082,false,LAX,North America,Los Angeles,183,11.96
150.230.202.232,2096,2096,true,NRT,Asia Pacific,Tokyo,85,11.95
140.238.50.99,2083,2083,true,NRT,Asia Pacific,Tokyo,149,11.95
168.138.209.244,8443,8443,true,NRT,Asia Pacific,Tokyo,100,11.93
144.24.169.81,8443,443,true,FRA,Europe,Frankfurt,187,11.93
138.2.14.209,2052,2052,false,LAX,North America,Los Angeles,183,11.92
138.2.12.32,80,80,false,LAX,North America,Los Angeles,178,11.92
141.147.175.230,80,80,false,LAX,North America,Los Angeles,183,11.92
131.186.41.255,8443,8443,true,LAX,North America,Los Angeles,180,11.92
144.24.85.158,80,80,false,ICN,Asia Pacific,Seoul,69,11.92
168.138.200.159,8880,8880,false,NRT,Asia Pacific,Tokyo,78,11.91
158.101.133.129,2053,2053,true,NRT,Asia Pacific,Tokyo,105,11.90
158.101.65.24,2087,2087,true,LAX,North America,Los Angeles,188,11.88
150.230.107.197,80,80,false,NRT,Asia Pacific,Tokyo,76,11.88
168.138.198.53,2082,2082,false,NRT,Asia Pacific,Tokyo,80,11.88
150.230.105.179,8443,8443,true,NRT,Asia Pacific,Tokyo,85,11.88
168.138.215.188,2083,2083,true,NRT,Asia Pacific,Tokyo,136,11.88
150.230.108.135,2052,2052,false,LAX,North America,Los Angeles,183,11.86
150.230.98.39,2096,2096,true,NRT,Asia Pacific,Tokyo,85,11.86
158.101.68.100,2096,2096,true,KIX,Asia Pacific,Osaka,123,11.85
138.2.20.230,2082,2082,false,LAX,North America,Los Angeles,183,11.85
150.230.221.114,2096,2096,true,LAX,North America,Los Angeles,182,11.85
132.226.5.76,2052,2052,false,NRT,Asia Pacific,Tokyo,72,11.82
158.101.133.129,80,80,false,NRT,Asia Pacific,Tokyo,84,11.81
140.238.50.99,8080,8080,false,NRT,Asia Pacific,Tokyo,79,11.81
158.101.139.42,8443,8443,true,LAX,North America,Los Angeles,183,11.80
168.138.214.62,2095,2095,false,NRT,Asia Pacific,Tokyo,69,11.80
151.145.65.203,2083,2083,true,LAX,North America,Los Angeles,338,11.79
151.145.71.40,2052,2052,false,NRT,Asia Pacific,Tokyo,71,11.76
158.101.137.96,2095,2095,false,NRT,Asia Pacific,Tokyo,80,11.76
158.101.137.96,80,80,false,NRT,Asia Pacific,Tokyo,81,11.76
140.238.50.32,2095,2095,false,NRT,Asia Pacific,Tokyo,73,11.75
141.147.35.157,443,443,true,FRA,Europe,Frankfurt,199,11.75
168.138.205.195,80,80,false,NRT,Asia Pacific,Tokyo,69,11.74
151.145.68.104,2053,2053,true,LAX,North America,Los Angeles,259,11.74
150.230.208.83,8880,8880,false,NRT,Asia Pacific,Tokyo,68,11.74
140.238.51.184,2053,2053,true,NRT,Asia Pacific,Tokyo,107,11.73
158.101.90.190,2096,2096,true,NRT,Asia Pacific,Tokyo,108,11.72
132.145.123.14,8080,8080,false,NRT,Asia Pacific,Tokyo,71,11.72
144.21.43.228,443,443,true,AMS,Europe,Amsterdam,210,11.71
168.138.202.145,2086,2086,false,NRT,Asia Pacific,Tokyo,74,11.71
168.138.198.53,2096,2096,true,NRT,Asia Pacific,Tokyo,84,11.71
131.186.59.94,2053,2053,true,LAX,North America,Los Angeles,179,11.70
158.180.15.208,443,443,true,FRA,Europe,Frankfurt,170,11.70
138.2.14.164,8880,8880,false,LAX,North America,Los Angeles,193,11.70
140.238.41.253,80,80,false,LAX,North America,Los Angeles,182,11.69
158.101.133.129,8443,8443,true,NRT,Asia Pacific,Tokyo,95,11.69
151.145.70.28,2095,2095,false,NRT,Asia Pacific,Tokyo,86,11.68
168.138.200.159,2086,2086,false,NRT,Asia Pacific,Tokyo,67,11.67
150.230.109.252,2095,2095,false,NRT,Asia Pacific,Tokyo,95,11.67
140.238.33.94,8080,8080,false,NRT,Asia Pacific,Tokyo,73,11.67
168.138.214.62,2083,2083,true,NRT,Asia Pacific,Tokyo,107,11.67
150.230.219.83,8080,8080,false,LAX,North America,Los Angeles,178,11.65
140.238.36.216,8443,8443,true,NRT,Asia Pacific,Tokyo,168,11.64
140.238.38.245,2087,2087,true,NRT,Asia Pacific,Tokyo,160,11.64
131.186.37.191,2082,2082,false,LAX,North America,Los Angeles,182,11.64
168.138.214.62,8880,8880,false,NRT,Asia Pacific,Tokyo,79,11.63
158.101.159.181,2083,2083,true,LAX,North America,Los Angeles,266,11.62
138.2.20.48,2095,2095,false,NRT,Asia Pacific,Tokyo,77,11.62
140.238.32.238,8080,8080,false,KIX,Asia Pacific,Osaka,81,11.62
131.186.34.244,2087,2087,true,LAX,North America,Los Angeles,227,11.61
138.2.29.250,2086,2086,false,LAX,North America,Los Angeles,188,11.60
141.148.246.175,443,443,true,FRA,Europe,Frankfurt,191,11.60
151.145.65.8,8880,8880,false,NRT,Asia Pacific,Tokyo,75,11.59
132.145.127.51,2087,2087,true,KIX,Asia Pacific,Osaka,122,11.59
141.147.185.149,2052,2052,false,KIX,Asia Pacific,Osaka,77,11.58
150.230.216.117,2082,2082,false,NRT,Asia Pacific,Tokyo,79,11.58
158.101.137.96,2095,2095,false,NRT,Asia Pacific,Tokyo,86,11.58
132.145.123.112,2096,2096,true,LAX,North America,Los Angeles,181,11.58
84.235.174.197,443,443,true,FRA,Europe,Frankfurt,203,11.57
140.238.60.71,8880,8880,false,NRT,Asia Pacific,Tokyo,86,11.57
138.2.21.31,2082,2082,false,LAX,North America,Los Angeles,177,11.57
141.148.239.155,443,443,true,FRA,Europe,Frankfurt,189,11.56
151.145.69.174,2096,2096,true,NRT,Asia Pacific,Tokyo,83,11.56
140.238.54.166,8443,8443,true,LAX,North America,Los Angeles,234,11.56
132.145.123.112,8443,8443,true,LAX,North America,Los Angeles,174,11.56
140.238.35.138,2096,2096,true,NRT,Asia Pacific,Tokyo,238,11.56
150.230.216.34,2095,2095,false,LAX,North America,Los Angeles,180,11.56
140.238.62.12,2052,2052,false,LAX,North America,Los Angeles,188,11.56
158.101.140.154,2095,2095,false,LAX,North America,Los Angeles,180,11.55
132.145.125.86,8080,8080,false,NRT,Asia Pacific,Tokyo,74,11.55
150.230.106.21,2087,2087,true,LAX,North America,Los Angeles,288,11.54
151.145.71.127,2096,2096,true,LAX,North America,Los Angeles,229,11.54
132.145.122.95,2087,2087,true,NRT,Asia Pacific,Tokyo,69,11.54
140.238.59.255,2082,2082,false,NRT,Asia Pacific,Tokyo,74,11.54
140.238.54.184,80,80,false,NRT,Asia Pacific,Tokyo,70,11.54
140.238.40.136,8080,8080,false,LAX,North America,Los Angeles,177,11.53
141.147.167.44,2095,2095,false,NRT,Asia Pacific,Tokyo,75,11.52
143.47.187.62,443,443,true,AMS,Europe,Amsterdam,193,11.51
138.2.25.122,2052,2052,false,NRT,Asia Pacific,Tokyo,78,11.51
150.230.208.113,2086,2086,false,LAX,North America,Los Angeles,178,11.51
140.238.54.184,2087,2087,true,NRT,Asia Pacific,Tokyo,119,11.50
138.2.8.232,2095,2095,false,LAX,North America,Los Angeles,174,11.50
150.230.197.156,2087,2087,true,NRT,Asia Pacific,Tokyo,91,11.50
168.138.208.164,8080,8080,false,LAX,North America,Los Angeles,195,11.50
150.230.199.118,80,80,false,LAX,North America,Los Angeles,183,11.49
168.138.207.64,80,80,false,NRT,Asia Pacific,Tokyo,82,11.48
138.2.14.209,8080,8080,false,HKG,Asia Pacific,Hong Kong,139,11.48
131.186.40.31,2087,2087,true,HKG,Asia Pacific,Hong Kong,168,11.47
129.159.251.84,443,443,true,FRA,Europe,Frankfurt,188,11.46
131.186.38.135,2053,2053,true,LAX,North America,Los Angeles,198,11.46
140.238.39.33,2096,2096,true,LAX,North America,Los Angeles,280,11.46
132.145.112.247,2087,2087,true,LAX,North America,Los Angeles,180,11.44
150.230.216.117,2053,2053,true,NRT,Asia Pacific,Tokyo,145,11.44
168.138.202.169,2052,2052,false,NRT,Asia Pacific,Tokyo,71,11.44
140.238.54.164,2083,2083,true,NRT,Asia Pacific,Tokyo,96,11.44
168.138.198.53,8080,8080,false,NRT,Asia Pacific,Tokyo,76,11.42
140.238.62.12,2053,2053,true,LAX,North America,Los Angeles,311,11.42
132.145.121.34,8443,8443,true,LAX,North America,Los Angeles,195,11.42
143.47.237.18,443,443,true,FRA,Europe,Frankfurt,192,11.41
158.101.131.218,2083,2083,true,LAX,North America,Los Angeles,191,11.41
151.145.71.127,2083,2083,true,LAX,North America,Los Angeles,268,11.40
141.147.164.54,8443,8443,true,NRT,Asia Pacific,Tokyo,84,11.40
150.230.212.87,8880,8880,false,LAX,North America,Los Angeles,185,11.40
130.162.48.245,443,443,true,FRA,Europe,Frankfurt,165,11.39
131.186.37.69,2052,2052,false,NRT,Asia Pacific,Tokyo,72,11.39
140.238.35.195,2095,2095,false,LAX,North America,Los Angeles,176,11.39
158.101.143.49,2086,2086,false,NRT,Asia Pacific,Tokyo,78,11.39
141.148.235.108,443,443,true,FRA,Europe,Frankfurt,172,11.38
158.101.150.126,80,80,false,NRT,Asia Pacific,Tokyo,72,11.38
132.145.120.115,2087,2087,true,LAX,North America,Los Angeles,238,11.38
130.162.60.86,443,443,true,FRA,Europe,Frankfurt,219,11.38
84.235.162.57,443,443,true,FRA,Europe,Frankfurt,193,11.37
130.162.211.237,443,443,true,FRA,Europe,Frankfurt,166,11.37
168.138.198.53,2087,2087,true,NRT,Asia Pacific,Tokyo,71,11.36
131.186.36.248,2095,2095,false,NRT,Asia Pacific,Tokyo,69,11.36
150.230.221.114,80,80,false,LAX,North America,Los Angeles,184,11.36
150.230.105.53,8443,8443,true,KIX,Asia Pacific,Osaka,179,11.36
168.138.212.74,80,80,false,NRT,Asia Pacific,Tokyo,74,11.35
150.230.98.39,2087,2087,true,NRT,Asia Pacific,Tokyo,85,11.35
150.230.221.114,2086,2086,false,LAX,North America,Los Angeles,185,11.34
150.230.101.125,8443,8443,true,LAX,North America,Los Angeles,231,11.34
131.186.61.45,2083,2083,true,KIX,Asia Pacific,Osaka,86,11.34
150.230.192.173,80,80,false,LAX,North America,Los Angeles,182,11.34
132.145.123.238,2053,2053,true,LAX,North America,Los Angeles,182,11.33
140.238.34.208,2083,2083,true,LAX,North America,Los Angeles,208,11.33
150.230.212.87,2082,2082,false,LAX,North America,Los Angeles,182,11.33
168.138.202.169,2096,2096,true,NRT,Asia Pacific,Tokyo,86,11.32
150.230.192.173,2083,2083,true,KIX,Asia Pacific,Osaka,145,11.31
140.238.60.71,2096,2096,true,NRT,Asia Pacific,Tokyo,153,11.31
140.238.40.136,2087,2087,true,LAX,North America,Los Angeles,293,11.31
150.230.192.173,8880,8880,false,LAX,North America,Los Angeles,182,11.30
168.138.212.40,8443,8443,true,KIX,Asia Pacific,Osaka,136,11.30
158.101.68.48,2083,2083,true,NRT,Asia Pacific,Tokyo,101,11.30
138.2.14.164,2095,2095,false,LAX,North America,Los Angeles,184,11.30
168.138.205.38,2087,2087,true,LAX,North America,Los Angeles,185,11.30
150.230.201.39,2096,2096,true,NRT,Asia Pacific,Tokyo,126,11.29
141.147.160.221,2082,2082,false,NRT,Asia Pacific,Tokyo,74,11.29
141.148.228.221,443,443,true,FRA,Europe,Frankfurt,188,11.29
141.147.182.70,2096,2096,true,NRT,Asia Pacific,Tokyo,91,11.28
150.230.99.173,2083,2083,true,LAX,North America,Los Angeles,225,11.28
168.138.212.74,2096,2096,true,NRT,Asia Pacific,Tokyo,115,11.27
168.138.205.195,2082,2082,false,NRT,Asia Pacific,Tokyo,86,11.27
168.138.200.159,2082,2082,false,NRT,Asia Pacific,Tokyo,78,11.26
138.2.29.250,2082,2082,false,LAX,North America,Los Angeles,180,11.26
151.145.65.203,2096,2096,true,LAX,North America,Los Angeles,236,11.26
132.145.123.143,2083,2083,true,NRT,Asia Pacific,Tokyo,82,11.25
150.230.202.132,2095,2095,false,LAX,North America,Los Angeles,176,11.25
140.238.36.216,2082,2082,false,NRT,Asia Pacific,Tokyo,75,11.24
132.145.115.17,2096,2096,true,NRT,Asia Pacific,Tokyo,95,11.24
168.138.202.145,2052,2052,false,NRT,Asia Pacific,Tokyo,71,11.23
158.101.142.103,2052,2052,false,NRT,Asia Pacific,Tokyo,72,11.23
132.145.114.4,2083,2083,true,LAX,North America,Los Angeles,187,11.22
150.230.221.114,2053,2053,true,LAX,North America,Los Angeles,184,11.22
140.238.41.167,80,80,false,LAX,North America,Los Angeles,184,11.21
168.138.211.217,2082,2082,false,NRT,Asia Pacific,Tokyo,76,11.21
150.230.208.113,2096,2096,true,KIX,Asia Pacific,Osaka,88,11.20
138.2.13.200,2095,2095,false,LAX,North America,Los Angeles,197,11.19
140.238.44.118,2095,2095,false,LAX,North America,Los Angeles,192,11.18
131.186.41.255,2053,2053,true,LAX,North America,Los Angeles,243,11.18
150.230.109.252,2096,2096,true,NRT,Asia Pacific,Tokyo,88,11.17
140.238.54.164,2086,2086,false,NRT,Asia Pacific,Tokyo,74,11.17
150.230.105.53,2087,2087,true,LAX,North America,Los Angeles,300,11.17
150.230.200.210,2086,2086,false,LAX,North America,Los Angeles,174,11.17
150.230.97.239,2096,2096,true,LAX,North America,Los Angeles,288,11.16
140.238.61.224,8880,8880,false,NRT,Asia Pacific,Tokyo,74,11.16
158.101.81.4,2083,2083,true,LAX,North America,Los Angeles,181,11.15
140.238.33.165,80,80,false,NRT,Asia Pacific,Tokyo,69,11.14
150.230.105.53,2096,2096,true,LAX,North America,Los Angeles,271,11.14
140.238.35.195,2096,2096,true,LAX,North America,Los Angeles,317,11.13
132.145.123.112,2053,2053,true,LAX,North America,Los Angeles,198,11.13
168.138.209.84,80,80,false,NRT,Asia Pacific,Tokyo,75,11.12
158.101.142.103,2053,2053,true,NRT,Asia Pacific,Tokyo,116,11.12
150.230.214.218,2086,2086,false,NRT,Asia Pacific,Tokyo,69,11.12
150.230.213.95,2096,2096,true,LAX,North America,Los Angeles,202,11.11
132.145.121.175,2096,2096,true,LAX,North America,Los Angeles,220,11.10
151.145.71.127,8443,8443,true,LAX,North America,Los Angeles,184,11.10
151.145.74.56,2087,2087,true,LAX,North America,Los Angeles,281,11.09
132.145.126.21,2083,2083,true,NRT,Asia Pacific,Tokyo,74,11.09
158.101.70.155,2053,2053,true,LAX,North America,Los Angeles,178,11.09
158.101.144.34,2087,2087,true,LAX,North America,Los Angeles,257,11.09
150.230.106.21,8443,8443,true,LAX,North America,Los Angeles,229,11.09
158.101.69.144,2087,2087,true,LAX,North America,Los Angeles,235,11.08
168.138.211.131,2096,2096,true,NRT,Asia Pacific,Tokyo,115,11.08
140.238.58.42,2087,2087,true,LAX,North America,Los Angeles,275,11.07
140.238.35.78,2096,2096,true,NRT,Asia Pacific,Tokyo,84,11.07
132.226.213.177,443,443,true,FRA,Europe,Frankfurt,178,11.07
141.147.191.132,80,80,false,LAX,North America,Los Angeles,184,11.06
150.230.216.34,2082,2082,false,LAX,North America,Los Angeles,197,11.06
132.145.127.21,2087,2087,true,NRT,Asia Pacific,Tokyo,77,11.05
158.101.89.33,2087,2087,true,NRT,Asia Pacific,Tokyo,89,11.05
151.145.69.174,80,80,false,NRT,Asia Pacific,Tokyo,88,11.04
131.186.47.255,2083,2083,true,LAX,North America,Los Angeles,239,11.04
140.238.54.182,2053,2053,true,LAX,North America,Los Angeles,294,11.04
138.2.11.179,80,80,false,NRT,Asia Pacific,Tokyo,70,11.04
158.101.148.221,2052,2052,false,HKG,Asia Pacific,Hong Kong,126,11.03
89.168.64.255,443,443,true,FRA,Europe,Frankfurt,181,11.03
158.101.88.214,2096,2096,true,LAX,North America,Los Angeles,239,11.02
168.138.205.195,2053,2053,true,NRT,Asia Pacific,Tokyo,130,11.02
140.238.61.78,2086,2086,false,NRT,Asia Pacific,Tokyo,81,11.02
168.138.206.109,2086,2086,false,NRT,Asia Pacific,Tokyo,76,11.01
131.186.41.255,2052,2052,false,LAX,North America,Los Angeles,191,11.01
131.186.59.232,2095,2095,false,HKG,Asia Pacific,Hong Kong,126,11.01
138.2.29.250,8080,8080,false,KIX,Asia Pacific,Osaka,88,11.00
150.230.214.218,8880,8880,false,NRT,Asia Pacific,Tokyo,79,11.00
132.145.122.95,2082,2082,false,NRT,Asia Pacific,Tokyo,77,11.00
132.145.66.113,443,443,true,FRA,Europe,Frankfurt,204,10.99
141.147.35.114,443,443,true,AMS,Europe,Amsterdam,183,10.99
140.238.35.138,2053,2053,true,NRT,Asia Pacific,Tokyo,85,10.99
132.145.121.123,2087,2087,true,LAX,North America,Los Angeles,189,10.99
132.145.124.198,2087,2087,true,LAX,North America,Los Angeles,186,10.99
168.138.202.169,2082,2082,false,NRT,Asia Pacific,Tokyo,70,10.98
150.230.202.232,8880,8880,false,NRT,Asia Pacific,Tokyo,83,10.98
140.238.95.41,443,443,true,FRA,Europe,Frankfurt,192,10.97
132.145.123.14,80,80,false,NRT,Asia Pacific,Tokyo,72,10.97
158.101.137.96,2083,2083,true,NRT,Asia Pacific,Tokyo,114,10.97
168.138.215.188,2053,2053,true,NRT,Asia Pacific,Tokyo,141,10.97
140.238.39.21,8443,8443,true,LAX,North America,Los Angeles,250,10.96
158.101.70.155,2083,2083,true,LAX,North America,Los Angeles,215,10.94
140.238.60.71,80,80,false,NRT,Asia Pacific,Tokyo,76,10.94
140.238.54.149,8443,8443,true,LAX,North America,Los Angeles,225,10.94
143.47.242.159,443,443,true,FRA,Europe,Frankfurt,179,10.94
168.138.206.68,2082,2082,false,NRT,Asia Pacific,Tokyo,80,10.93
150.230.219.83,2082,2082,false,KIX,Asia Pacific,Osaka,80,10.93
130.162.185.210,443,443,true,FRA,Europe,Frankfurt,178,10.92
89.168.76.8,443,443,true,FRA,Europe,Frankfurt,183,10.92
131.186.59.232,2096,2096,true,HKG,Asia Pacific,Hong Kong,176,10.90
150.230.106.21,2053,2053,true,LAX,North America,Los Angeles,273,10.90
152.70.59.184,443,443,true,FRA,Europe,Frankfurt,159,10.90
168.138.206.68,8880,8880,false,NRT,Asia Pacific,Tokyo,74,10.90
168.138.206.68,2096,2096,true,NRT,Asia Pacific,Tokyo,93,10.89
144.21.42.113,443,443,true,FRA,Europe,Frankfurt,163,10.88
151.145.68.104,2096,2096,true,LAX,North America,Los Angeles,228,10.87
151.145.65.203,8443,8443,true,LAX,North America,Los Angeles,304,10.87
140.238.48.97,2087,2087,true,LAX,North America,Los Angeles,252,10.87
168.138.205.195,2096,2096,true,NRT,Asia Pacific,Tokyo,150,10.85
130.162.54.161,443,443,true,FRA,Europe,Frankfurt,167,10.85
130.162.208.127,443,443,true,FRA,Europe,Frankfurt,233,10.84
132.145.126.204,2096,2096,true,NRT,Asia Pacific,Tokyo,79,10.84
130.162.184.144,443,443,true,FRA,Europe,Frankfurt,191,10.84
140.238.32.184,2096,2096,true,NRT,Asia Pacific,Tokyo,153,10.83
140.238.44.118,80,80,false,LAX,North America,Los Angeles,180,10.83
138.2.18.11,2082,2082,false,KIX,Asia Pacific,Osaka,80,10.83
158.101.143.49,2096,2096,true,NRT,Asia Pacific,Tokyo,70,10.82
140.238.48.97,2096,2096,true,LAX,North America,Los Angeles,271,10.82
140.238.46.138,2082,2082,false,NRT,Asia Pacific,Tokyo,72,10.82
140.238.61.224,8443,8443,true,NRT,Asia Pacific,Tokyo,168,10.81
140.238.41.253,8443,8443,true,LAX,North America,Los Angeles,332,10.81
193.123.60.92,443,443,true,FRA,Europe,Frankfurt,246,10.80
158.101.137.74,2087,2087,true,LAX,North America,Los Angeles,247,10.79
140.238.46.138,2053,2053,true,NRT,Asia Pacific,Tokyo,83,10.79
150.230.192.173,2087,2087,true,KIX,Asia Pacific,Osaka,102,10.79
151.145.74.56,8443,8443,true,LAX,North America,Los Angeles,191,10.78
140.238.34.208,8443,8443,true,LAX,North America,Los Angeles,285,10.78
141.147.189.242,2086,2086,false,LAX,North America,Los Angeles,179,10.78
132.145.226.245,443,443,true,FRA,Europe,Frankfurt,186,10.78
150.230.217.63,2086,2086,false,LAX,North America,Los Angeles,185,10.78
141.147.165.179,2082,2082,false,NRT,Asia Pacific,Tokyo,74,10.77
150.230.205.56,2083,2083,true,LAX,North America,Los Angeles,186,10.77
158.101.137.96,2096,2096,true,NRT,Asia Pacific,Tokyo,79,10.76
140.238.39.33,2053,2053,true,LAX,North America,Los Angeles,242,10.75
143.47.176.39,443,443,true,FRA,Europe,Frankfurt,181,10.73
152.67.143.33,443,443,true,FRA,Europe,Frankfurt,212,10.73
168.138.206.109,2095,2095,false,NRT,Asia Pacific,Tokyo,84,10.72
132.145.123.238,2096,2096,true,LAX,North America,Los Angeles,182,10.72
158.101.131.218,2087,2087,true,KIX,Asia Pacific,Osaka,126,10.71
150.230.105.53,8080,8080,false,LAX,North America,Los Angeles,188,10.69
151.145.75.28,2086,2086,false,NRT,Asia Pacific,Tokyo,88,10.69
158.101.152.221,8443,8443,true,LAX,North America,Los Angeles,246,10.69
140.238.50.32,2087,2087,true,NRT,Asia Pacific,Tokyo,118,10.68
152.70.52.215,443,443,true,AMS,Europe,Amsterdam,180,10.68
132.145.126.21,2095,2095,false,NRT,Asia Pacific,Tokyo,70,10.67
151.145.71.40,2082,2082,false,NRT,Asia Pacific,Tokyo,84,10.67
150.230.208.83,2087,2087,true,NRT,Asia Pacific,Tokyo,82,10.67
150.230.98.39,8443,8443,true,NRT,Asia Pacific,Tokyo,150,10.67
150.230.217.63,2053,2053,true,LAX,North America,Los Angeles,193,10.66
131.186.34.11,8880,8880,false,NRT,Asia Pacific,Tokyo,70,10.65
168.138.205.195,2095,2095,false,NRT,Asia Pacific,Tokyo,89,10.65
138.2.13.200,8080,8080,false,LAX,North America,Los Angeles,176,10.65
140.238.53.190,2087,2087,true,LAX,North America,Los Angeles,270,10.65
132.145.228.121,443,443,true,FRA,Europe,Frankfurt,209,10.65
138.2.31.68,2087,2087,true,HKG,Asia Pacific,Hong Kong,135,10.64
140.238.61.78,80,80,false,NRT,Asia Pacific,Tokyo,70,10.64
158.101.142.103,2083,2083,true,NRT,Asia Pacific,Tokyo,83,10.63
140.238.36.216,2053,2053,true,NRT,Asia Pacific,Tokyo,92,10.63
150.230.101.125,2096,2096,true,KIX,Asia Pacific,Osaka,112,10.63
150.230.193.89,2083,2083,true,LAX,North America,Los Angeles,259,10.63
151.145.69.174,8080,8080,false,NRT,Asia Pacific,Tokyo,85,10.62
138.3.208.9,8880,8880,false,LAX,North America,Los Angeles,207,10.61
150.230.207.53,2053,2053,true,NRT,Asia Pacific,Tokyo,71,10.61
140.238.39.87,2087,2087,true,LAX,North America,Los Angeles,369,10.58
132.145.127.51,2053,2053,true,LAX,North America,Los Angeles,183,10.58
168.138.206.236,2087,2087,true,LAX,North America,Los Angeles,184,10.58
140.238.35.195,8443,8443,true,KIX,Asia Pacific,Osaka,177,10.57
151.145.74.56,2053,2053,true,LAX,North America,Los Angeles,260,10.57
140.83.53.190,443,443,true,KIX,Asia Pacific,Osaka,71,10.57
150.230.106.21,2096,2096,true,LAX,North America,Los Angeles,254,10.56
158.101.140.154,2053,2053,true,LAX,North America,Los Angeles,216,10.56
138.3.208.9,2082,2082,false,LAX,North America,Los Angeles,234,10.56
151.145.71.40,2096,2096,true,NRT,Asia Pacific,Tokyo,72,10.56
158.101.139.42,8443,8443,true,LAX,North America,Los Angeles,225,10.56
141.148.237.51,443,443,true,FRA,Europe,Frankfurt,173,10.55
140.238.39.21,2096,2096,true,LAX,North America,Los Angeles,234,10.55
141.148.240.107,443,443,true,FRA,Europe,Frankfurt,182,10.52
150.230.221.114,8443,8443,true,LAX,North America,Los Angeles,177,10.52
193.123.63.69,443,443,true,FRA,Europe,Frankfurt,187,10.52
150.230.192.173,2096,2096,true,LAX,North America,Los Angeles,315,10.51
89.168.70.199,443,443,true,FRA,Europe,Frankfurt,183,10.50
168.138.206.109,2053,2053,true,NRT,Asia Pacific,Tokyo,96,10.50
150.230.205.56,8880,8880,false,LAX,North America,Los Angeles,179,10.50
132.145.120.197,2052,2052,false,NRT,Asia Pacific,Tokyo,71,10.49
168.138.205.195,80,80,false,NRT,Asia Pacific,Tokyo,84,10.49
141.147.191.211,2053,2053,true,LAX,North America,Los Angeles,185,10.49
150.230.109.138,2083,2083,true,NRT,Asia Pacific,Tokyo,181,10.49
150.230.219.83,8443,8443,true,KIX,Asia Pacific,Osaka,180,10.48
158.101.142.103,2095,2095,false,NRT,Asia Pacific,Tokyo,90,10.48
151.145.65.8,2086,2086,false,NRT,Asia Pacific,Tokyo,76,10.47
132.226.14.155,2082,2082,false,NRT,Asia Pacific,Tokyo,71,10.46
168.138.195.31,8443,8443,true,LAX,North America,Los Angeles,226,10.46
168.138.209.244,8880,8880,false,NRT,Asia Pacific,Tokyo,68,10.46
168.138.198.202,8880,8880,false,NRT,Asia Pacific,Tokyo,74,10.45
141.148.238.73,443,443,true,FRA,Europe,Frankfurt,158,10.45
140.238.44.118,2083,2083,true,LAX,North America,Los Angeles,290,10.45
141.148.246.60,443,443,true,FRA,Europe,Frankfurt,181,10.45
150.230.201.63,2083,2083,true,NRT,Asia Pacific,Tokyo,98,10.45
140.238.50.32,2086,2086,false,NRT,Asia Pacific,Tokyo,76,10.44
132.145.127.21,2052,2052,false,NRT,Asia Pacific,Tokyo,70,10.44
