IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.54.197,2087,2087,true,LAX,North America,Los Angeles,277,3.96
8.222.128.131,2087,2087,true,SIN,Asia Pacific,Singapore,106,3.96
47.236.15.73,8880,8880,false,SIN,Asia Pacific,Singapore,22,3.96
47.91.17.102,2082,2082,false,LAX,North America,Los Angeles,187,3.96
8.219.196.117,2096,2096,true,SIN,Asia Pacific,Singapore,140,3.96
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,3.96
47.91.31.231,2053,0,true,LAX,North America,Los Angeles,181,3.95
47.74.58.99,2052,2052,false,LAX,North America,Los Angeles,177,3.95
47.74.22.171,2096,2096,true,KIX,Asia Pacific,Osaka,98,3.95
8.219.201.174,2087,2087,true,SIN,Asia Pacific,Singapore,114,3.94
8.219.248.47,2082,2082,false,SIN,Asia Pacific,Singapore,15,3.94
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,3,3.94
47.245.56.50,2052,2052,false,LAX,North America,Los Angeles,191,3.94
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,16,3.94
47.243.162.49,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,3.94
47.74.5.233,2087,2087,true,LAX,North America,Los Angeles,268,3.93
8.222.136.247,80,80,false,SIN,Asia Pacific,Singapore,19,3.93
8.217.221.165,8443,8443,true,HKG,Asia Pacific,Hong Kong,54,3.92
47.74.42.111,8080,8080,false,NRT,Asia Pacific,Tokyo,72,3.92
47.243.161.235,80,80,false,HKG,Asia Pacific,Hong Kong,45,3.92
8.219.43.243,8080,8080,false,SIN,Asia Pacific,Singapore,26,3.92
8.219.198.139,8443,8443,true,SIN,Asia Pacific,Singapore,157,3.92
8.219.63.193,2053,2053,true,SIN,Asia Pacific,Singapore,119,3.91
47.76.32.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,76,3.91
